Species	6978	5299	4942	6038	5430	5977	5355	6565	5206	5528	5822	5123	5354	6865	5271	5426	5899	5454	5343	5614	6387	4848	6514	7241	5620	6705	6914	6854	7067	6882	6660	5304	7331	6498	6961	5513	7363	6913	5721	5894	5815	6713	6969	5642	6401	6227	6848	4989	5463	6430	5469	6238	6458	6384	6825	6487	5162	7273	6406	5328	7029	5940	6958	7577	6528	7128	6303	6738	6962	6507	5990	4744	6531	7136	7024	5639	5770	6295	6432	6405	5849	6572	6051	6175	6792	6779	5596	5772	5733	6363	5131	5656	6488	6527	5296	6064	6050	6026	6198	6148	5090	7141	5716	6797	7336	5853	5943	6282	6552	6506	5958	7602	5919	4796	6004	6979	6447	7313	5802	5554	6119	5944	5981	6557	6947	5942	7628	5870	5644	6532	6886	7572	5434	7583	4951	4954	5427	6130	6449	5551	5921	6909	6924	6859	6150	5791	5816	6373	6265	5326	5699	5858	7021	5406	4802	7324	6298	6538	6992	5273	6533	6780	5348	7135	6860	5177	5945	5893	6366	6460	5200	5220	5460	7333	5398	5038	6685	5064	5116	6404	5318	5599	6652	5980	7194	5950	6454	6689	6782	6636	5664	5347	6639	6933	6041	5264	5933	6379	6226	5670	6378	7296	5260	6977	6098	6494	6016	5922	4893	5168	6398	6389	6176	6221	5974	6407	6376	4691	6258	5018	5428	5913	6029	5536	5357	5843	5477	6483	5821	6164	6412	6318	4471	6550	5449	6883	6746	4932	5941	6274	6393	6110	5032	6114	5926	6954	6068	6299	5842	5335	7174	6496	5404	5841	5034	5257	6649	6000	5422	6128	6462	5910	5744	5660	6439	6563	5366	6056	6667	6036	5949	4890	5865	6500	5280	5703	5968	6641	5339	5188	5866	6540	7279	5464	6570	5333	6003	5918	6320	6733	5104	6072	4793	6995	6791	6526	7367	7371	4806	5840	6631	5489	6492	5936	6139	6620	6679	5138	6717	6284	5702	6544	6450	6864	6968	6893	5562	6559	6946	5163	6601	4724	6420	5578	5634	5960	4757	6785	6048	7325	6448	6955	7111	6216	5531	6034	6457	6459	4992	6732	5857	5594	5859	7361	5421	5502	4889	6383	4527	7013	6270	6875	7028
MeanLength	557.8823529411765	499.54545454545456	692.9117647058823	898.7647058823529	383.8529411764706	372.11764705882354	288.44117647058823	213.65	450.5	814.6764705882352	420.5151515151515	555.2647058823529	205.6	405.4117647058824	388.84375	1448.9117647058824	733.5294117647059	872.4411764705883	622.6470588235294	1791.0	777.8529411764706	1453.3823529411766	94.5	273.5769230769231	926.7941176470588	245.34375	576.0882352941177	341.71875	302.7352941176471	445.6470588235294	475.61764705882354	369.0	340.5882352941176	267.969696969697	657.3529411764706	408.6666666666667	414.05882352941177	789.0882352941177	634.1176470588235	279.6764705882353	398.54545454545456	611.2058823529412	154.9375	151.5185185185185	503.70588235294116	331.6363636363636	329.0625	543.8235294117648	395.38235294117646	132.72413793103448	455.29411764705884	694.7941176470588	492.4117647058824	458.7647058823529	320.6774193548387	1368.6764705882354	1121.5294117647059	291.45454545454544	426.7352941176471	420.5151515151515	775.2941176470588	804.8823529411765	476.27272727272725	326.55882352941177	359.2352941176471	686.8235294117648	556.3235294117648	265.0	323.52941176470586	182.88888888888889	191.625	173.96875	203.63636363636363	261.46666666666664	174.0	748.3235294117648	613.9411764705883	1145.6470588235295	349.80645161290323	763.0294117647059	284.7352941176471	496.05882352941177	971.9117647058823	422.6470588235294	412.61764705882354	464.4117647058824	1372.5882352941176	449.1470588235294	238.58064516129033	806.9117647058823	651.9705882352941	146.0	337.20588235294116	858.2941176470588	647.3235294117648	358.51612903225805	482.61764705882354	616.6969696969697	281.9117647058824	407.45454545454544	442.3636363636364	386.2647058823529	831.2058823529412	462.1470588235294	426.61764705882354	580.1515151515151	1222.235294117647	400.3529411764706	394.2352941176471	245.85294117647058	342.0	666.2647058823529	429.05882352941177	496.3235294117647	494.44117647058823	781.6176470588235	330.27272727272725	739.0588235294117	232.36363636363637	688.3823529411765	1247.5882352941176	467.5151515151515	597.0882352941177	148.03846153846155	1026.5882352941176	507.0882352941176	300.35483870967744	385.6470588235294	543.4411764705883	217.24242424242425	146.28571428571428	670.5151515151515	623.0882352941177	288.6969696969697	484.1515151515151	771.6969696969697	660.1818181818181	356.4193548387097	197.2258064516129	671.0	1753.9411764705883	425.1515151515151	743.5882352941177	688.5882352941177	306.2258064516129	300.6363636363636	689.1176470588235	675.1764705882352	307.02941176470586	1232.5294117647059	441.11764705882354	534.4411764705883	340.4117647058824	1377.9705882352941	469.5151515151515	672.6176470588235	373.6764705882353	504.7352941176471	368.20588235294116	819.0	706.2941176470588	312.09090909090907	319.19354838709677	316.51612903225805	434.0344827586207	555.9705882352941	624.7058823529412	414.9375	519.8823529411765	649.8235294117648	477.5151515151515	408.969696969697	297.969696969697	400.8529411764706	1367.1470588235295	466.72727272727275	384.1764705882353	182.1290322580645	906.3823529411765	397.88235294117646	534.7647058823529	1252.5	832.7352941176471	469.3235294117647	336.90909090909093	623.6176470588235	430.0882352941176	525.8823529411765	360.52941176470586	431.55882352941177	814.1470588235294	203.4848484848485	573.0	396.44117647058823	809.0	1121.0882352941176	673.5882352941177	220.9090909090909	519.9117647058823	761.0294117647059	441.030303030303	201.48387096774192	193.26666666666668	209.79310344827587	1430.4705882352941	1179.8235294117646	933.5882352941177	1204.6764705882354	477.8125	676.6764705882352	253.96875	694.5	863.2647058823529	369.3125	498.47058823529414	249.6451612903226	501.3529411764706	462.2647058823529	677.6470588235294	968.6470588235294	489.2647058823529	886.5882352941177	574.5	301.40625	268.40625	256.40625	268.03125	461.5882352941176	470.03125	319.5	552.7058823529412	812.3823529411765	650.5588235294117	352.97058823529414	999.3235294117648	442.2352941176471	191.1818181818182	837.7058823529412	322.45454545454544	553.1470588235294	571.8181818181819	322.8235294117647	391.6764705882353	254.11764705882354	485.1818181818182	556.7647058823529	246.41176470588235	369.90909090909093	548.0588235294117	621.5294117647059	641.0294117647059	478.5882352941176	688.5	640.8823529411765	490.8181818181818	664.3235294117648	255.08823529411765	416.1515151515151	519.71875	301.05882352941177	697.0294117647059	651.3529411764706	341.7352941176471	460.05882352941177	440.47058823529414	674.5588235294117	775.1176470588235	427.6363636363636	757.1470588235294	1119.1764705882354	425.02941176470586	428.2647058823529	1019.2941176470588	1254.1764705882354	1000.7058823529412	453.88235294117646	251.3939393939394	482.6969696969697	661.5882352941177	495.70588235294116	361.0	241.58823529411765	336.2	463.94117647058823	413.55882352941177	1628.909090909091	223.58823529411765	315.44117647058823	1200.8823529411766	329.79411764705884	229.94117647058823	335.1818181818182	1059.7941176470588	140.13636363636363	344.47058823529414	206.48387096774192	229.96875	166.14705882352942	488.61764705882354	747.0	310.02941176470586	455.11764705882354	473.20588235294116	234.64705882352942	882.0882352941177	523.1470588235294	280.6363636363636	541.3030303030303	1106.0294117647059	909.2647058823529	684.7058823529412	848.3823529411765	1033.7941176470588	201.10714285714286	614.9090909090909	192.83333333333334	275.969696969697	425.6470588235294	329.7647058823529	1212.7272727272727	428.24242424242425	622.7352941176471	504.0	171.0	435.5882352941176	643.5588235294117	554.9411764705883	199.6451612903226	238.2941176470588	341.20588235294116	342.90625	327.5882352941176	476.2121212121212	417.47058823529414	282.1764705882353	401.24242424242425	267.90909090909093	450.8181818181818	1337.1470588235295	259.25	617.7941176470588	625.5882352941177	689.7352941176471	227.36363636363637	846.0882352941177	695.6176470588235	375.02941176470586	536.1176470588235	1252.6764705882354	241.84615384615384	258.0882352941176	372.97058823529414	303.79411764705884
Bur_cyclostigmata_A188_Lago309_L2	804	336	900	996	453	336	297	273	189	819	600	681	426	339	399	1731	1731	1059	726	2124	780	1815	0	444	918	285	669	441	351	546	714	498	474	264	891	675	333	276	591	141	402	606	255	366	606	432	198	0	0	0	573	495	453	546	369	1026	1362	243	366	450	402	831	618	417	375	921	450	300	444	252	132	321	234	273	294	894	1362	1176	396	1011	540	426	1191	1239	678	351	2253	603	471	660	516	93	468	495	741	561	381	510	348	207	231	315	1941	684	447	591	1215	465	585	0	339	816	453	855	915	813	339	885	279	444	1884	342	681	75	1125	519	432	360	720	93	192	423	684	384	468	954	702	357	216	648	2937	540	471	576	615	459	1485	666	201	1314	528	504	594	1311	663	690	288	0	270	894	1119	345	432	165	396	288	765	549	2814	558	396	0	345	408	1731	186	639	216	564	681	111	501	1161	285	375	537	522	711	468	618	708	120	636	768	1434	1494	876	123	867	1008	882	252	0	228	1998	1341	1146	705	792	1215	288	435	864	285	633	114	558	480	633	855	537	126	453	369	351	309	549	561	486	177	336	1437	309	366	1050	441	327	930	183	585	375	342	243	495	717	246	249	333	663	576	1377	498	822	411	732	501	297	600	462	516	471	717	258	507	411	195	912	762	408	1239	231	291	810	1389	954	1014	225	441	1626	465	747	111	675	783	339	2292	0	306	951	225	309	360	2049	0	207	393	246	213	504	825	774	1206	138	243	915	660	420	705	984	1122	483	231	954	213	759	132	279	495	246	1425	483	684	663	204	912	414	219	306	243	501	420	324	0	0	408	603	648	237	1746	303	660	651	174	396	438	1005	297	870	1302	360	336	405	216
Bur_sp_A335_Lago981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bur_sp_A351_Lago100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bur_parviflora_A192_Lagosn_L21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bur_isabellinus_A190_Lago405_L21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bur_sp_A374_Lago930	696	462	900	993	399	465	297	225	471	1197	519	573	273	288	213	1671	1728	1122	729	1749	810	1854	96	576	1053	222	483	486	354	546	723	327	783	282	891	567	171	525	576	150	612	366	258	0	0	600	198	645	396	192	573	495	750	453	0	1479	1092	234	534	0	120	831	579	429	372	1257	642	219	447	348	417	180	0	279	294	573	1020	1176	396	816	540	465	1188	1368	387	450	2154	456	234	1251	738	0	684	1029	435	639	528	744	141	456	225	681	1827	387	447	600	1482	93	669	0	357	825	453	786	912	813	321	894	240	1257	1887	282	786	75	1650	519	420	195	612	246	192	654	567	384	468	750	504	357	210	648	3399	540	1005	648	615	231	1644	795	222	1416	285	504	417	1503	381	690	387	480	318	1527	690	249	195	480	462	0	414	234	2469	573	597	438	78	402	1869	570	744	216	1053	675	0	498	1305	291	375	660	357	537	0	609	516	0	495	768	1107	1530	963	75	567	1350	723	168	102	102	1998	1248	1332	711	729	666	153	804	1266	657	633	0	462	558	663	1059	558	864	861	369	351	309	390	111	486	348	567	1716	411	246	840	441	0	996	192	585	0	342	243	501	645	0	249	420	609	531	1377	657	969	819	408	735	213	606	183	0	759	717	0	507	411	189	1110	600	558	660	459	591	705	981	1020	954	93	522	1626	306	855	0	669	636	519	2292	0	471	855	384	363	213	2226	60	228	351	0	183	606	828	294	1014	384	243	921	660	432	846	750	1122	519	573	1095	255	762	147	192	378	255	1560	723	690	339	204	795	1206	558	309	243	501	342	336	180	0	279	492	372	0	1755	522	657	651	723	555	1272	798	210	912	909	351	219	0	81
Bur_sp_A376_Lago936	750	336	693	660	471	621	294	414	189	1209	600	531	123	288	399	1467	1731	1122	726	2124	810	1602	0	441	1047	192	483	0	354	546	714	585	576	282	846	798	231	732	384	120	240	531	258	366	663	486	267	645	78	192	573	495	762	705	177	1413	1212	381	201	435	297	831	717	303	0	717	429	300	447	135	213	117	405	405	0	555	1224	1176	396	858	540	537	1188	1467	387	0	2244	612	381	876	801	201	558	0	1026	630	660	798	219	426	441	681	2022	444	0	621	1383	465	504	144	357	822	453	717	915	813	339	765	270	1464	1884	462	753	0	1650	519	489	636	588	210	192	744	684	357	468	1032	612	519	0	648	3240	537	1005	579	366	465	1602	789	0	1416	393	504	684	1365	126	690	234	480	297	1035	909	345	0	606	555	585	765	459	2466	558	495	297	297	402	1869	489	594	0	1053	369	498	501	1347	603	375	0	447	537	201	618	876	0	306	768	1074	1461	942	237	552	1284	897	168	165	102	1998	1341	1326	801	543	663	99	612	1329	657	633	114	309	549	480	1032	558	1065	861	369	351	141	618	207	486	171	576	1710	93	369	900	441	0	849	171	264	555	342	666	279	717	645	249	66	702	1347	1176	585	1104	819	432	501	309	600	84	0	759	717	351	549	411	822	1005	1101	909	1260	459	291	705	1389	906	954	90	333	1626	465	381	0	159	936	627	2292	0	486	513	234	426	96	2217	57	228	393	0	210	606	828	594	1188	525	174	942	648	612	846	1014	1152	657	579	1275	336	762	171	0	495	345	1428	483	690	0	204	1110	1206	219	231	243	285	585	336	0	0	330	492	648	720	1743	366	657	651	723	555	1503	543	489	792	375	504	258	0	0
Bur_sp_A405_Lago980	777	168	900	1014	399	210	297	369	0	855	519	396	468	252	330	1671	1728	1044	726	2130	810	1521	0	279	1044	285	300	654	354	315	555	585	534	282	780	666	333	600	621	258	285	411	129	366	528	576	474	645	0	192	267	462	315	630	180	1479	1365	243	549	435	300	831	621	429	375	231	558	300	447	273	213	321	0	405	162	549	1386	1200	381	939	318	555	1185	1461	600	189	2253	372	123	948	801	114	645	1461	522	588	381	687	0	219	96	678	1800	555	447	621	1212	465	504	186	357	822	453	777	915	810	333	894	0	147	1533	498	684	75	1650	519	420	213	465	210	192	426	684	261	579	924	339	357	216	648	3366	540	1005	576	615	429	1458	666	72	1230	396	627	189	1212	264	690	288	0	102	819	543	249	315	249	402	267	414	552	2676	654	207	438	345	408	1725	567	594	213	945	474	408	501	1347	603	375	660	357	651	453	618	678	0	447	762	1584	1425	966	300	186	1164	219	0	165	303	1998	1311	951	735	582	672	378	0	1263	648	225	114	132	549	888	576	558	1065	453	261	351	174	339	357	486	348	336	1392	222	261	1050	0	255	918	183	585	144	342	243	222	717	0	249	285	288	1347	1380	606	1047	597	732	1077	297	606	651	0	759	717	354	549	411	807	1065	579	573	1257	312	129	201	981	588	888	93	516	1572	465	576	0	186	882	177	2289	210	459	978	225	408	321	2154	57	111	393	0	225	606	828	207	969	525	243	921	660	642	834	1392	906	711	582	1212	255	747	0	87	387	462	1395	474	690	0	204	1038	1296	165	303	243	0	531	336	453	135	402	312	372	0	1932	522	657	651	690	465	570	543	426	264	927	354	336	405	399
